REFERENCIA,DESCRIPCIÓN,N_PERIODS,NON_ZERO_PERIODS,PCT_NON_ZERO,ADI,CV2,DEMAND_TYPE
PRC7700274008,BOBINA ENCENDIDO,62,21,0.3387,2.9524,3.049,Lumpy
PRC9023781,BOBINA ENCENDIDO,62,18,0.2903,3.4444,3.7553,Lumpy
PRC961,BOBINA ENCENDIDO,62,29,0.4677,2.1379,1.709,Lumpy
PRCM1T227,BOBINA ENCENDIDO,62,19,0.3065,3.2632,2.9394,Lumpy
PRE217,SOKQUET,62,29,0.4677,2.1379,2.2117,Lumpy
PRE239,SOKQUET,62,14,0.2258,4.4286,4.4492,Lumpy
PRE240,SOKQUET,62,25,0.4032,2.48,3.0851,Lumpy
PRE254,SOKQUET,62,25,0.4032,2.48,4.018,Lumpy
PRE269,SOKQUET,62,22,0.3548,2.8182,3.1323,Lumpy
PRE414,SOKQUET,62,32,0.5161,1.9375,1.1439,Lumpy
PRE417,SOKQUET,62,9,0.1452,6.8889,8.1493,Lumpy
PRE789,SOKQUET,62,18,0.2903,3.4444,6.3464,Lumpy
PRF540E-1,REGULADOR VOLTAJE,62,31,0.5,2.0,1.4111,Lumpy
PRGR540B,REGULADOR ELECTRONICO,62,33,0.5323,1.8788,1.4812,Lumpy
PRHYACCENT,REGULADOR PRESION GASOLINA,62,20,0.3226,3.1,3.4144,Lumpy
PRIAC1054,VALVULA IAC,62,25,0.4032,2.48,2.5264,Lumpy
PRKIARIO,REGULADOR PRESION GASOLINA,62,33,0.5323,1.8788,3.5558,Lumpy
PROS1,SENSOR OXIGENO,62,27,0.4355,2.2963,2.1851,Lumpy
PROS2,SENSOR OXIGENO,62,14,0.2258,4.4286,4.1925,Lumpy
PROS3,SENSOR OXIGENO,62,39,0.629,1.5897,0.9493,Lumpy
PROS4,SENSOR OXIGENO,62,27,0.4355,2.2963,1.9568,Lumpy
PRSE93744675,VALVULA IAC,62,16,0.2581,3.875,3.5926,Lumpy
PRSE94580175,SENSNOR TPS,62,39,0.629,1.5897,0.7656,Lumpy
PRSU4667,SENSOR DETONACION,62,23,0.371,2.6957,3.7849,Lumpy
PRSU8901,SENSOR ARBOL ELEVAS,62,17,0.2742,3.6471,3.7988,Lumpy
PRSU9146,SENSOR VELOCIDAD,62,17,0.2742,3.6471,6.2132,Lumpy
PRTK120,KIT DISTRIBUCION,62,16,0.2581,3.875,3.5709,Lumpy
PRTK135,KIT DISTRIBUCION,62,18,0.2903,3.4444,3.898,Lumpy
PRTK137,KIT DISTRIBUCION,62,38,0.6129,1.6316,0.8312,Lumpy
PRTK237,KIT DISTRIBUCION,62,42,0.6774,1.4762,0.7491,Lumpy
PRTK272,KIT DISTRIBUCION,62,29,0.4677,2.1379,1.4306,Lumpy
PRTK368,KIT DISTRIBUCION,62,9,0.1452,6.8889,7.5558,Lumpy
PRTPS112,SENSOR CKP,62,19,0.3065,3.2632,3.1247,Lumpy
PRTPS452,SENSOR TPS,62,8,0.129,7.75,8.92,Lumpy
PRTPS474,SENSOR CKP,62,9,0.1452,6.8889,11.1939,Lumpy
PRUNI12,ELECTRO VENTILADOR,62,15,0.2419,4.1333,3.6371,Lumpy
PRUNI14,ELECTRO VENTILADOR,62,32,0.5161,1.9375,1.3306,Lumpy
PRZ-IX121,REGULADOR VOLTAJE,62,19,0.3065,3.2632,3.1167,Lumpy
RD1J0498625A,RULIMAN RUEDA,62,16,0.2581,3.875,5.2819,Lumpy
RD2H0498627,RULIMAN RUEDA,62,15,0.2419,4.1333,6.2422,Lumpy
RD357407625,RULIMAN RUEDA,62,9,0.1452,6.8889,11.1512,Lumpy
RD402101554R,RULIMAN RUEDA,62,12,0.1935,5.1667,5.1152,Lumpy
RD5Z0407625,RULIMAN RUEDA,62,26,0.4194,2.3846,3.5912,Lumpy
RDUM5133047,RULIMAN RUEDA,62,14,0.2258,4.4286,4.5049,Lumpy
RN7711120025,CARTER,62,17,0.2742,3.6471,3.5759,Lumpy
RN8200276588,CARTER,62,28,0.4516,2.2143,3.1476,Lumpy
SC4381-OEM-2630,RIEL INYECTORES,62,16,0.2581,3.875,3.6368,Lumpy
SE2571-KOS-1704,INTERRUPTOR LUCES,62,21,0.3387,2.9524,2.6522,Lumpy
SE4121-DNI-2425,RELAY TEMPO PARABRISAS POST,62,9,0.1452,6.8889,16.2051,Lumpy
SE5971-BZM-1715,PITO GRAVE,62,37,0.5968,1.6757,0.8645,Lumpy
SE94460-0X000,SENSOR NIVEL GASOLINA,62,20,0.3226,3.1,3.009,Lumpy
SE94460-1G000,SENSOR NIVEL GASOLINA,62,22,0.3548,2.8182,7.8002,Lumpy
SE94460-1H000,SENSOR NIVEL GASOLINA,62,27,0.4355,2.2963,3.8799,Lumpy
SE94460-1R000,SENSOR NIVEL GASOLINA,62,31,0.5,2.0,1.3854,Lumpy
SE94460-1S000,SENSOR NIVEL GASOLINA,62,22,0.3548,2.8182,3.874,Lumpy
SE94460-25010,SENSOR NIVEL GASOLINA,62,31,0.5,2.0,1.3992,Lumpy
SE94460-2E000,SENSOR NIVEL GASOLINA,62,28,0.4516,2.2143,1.5851,Lumpy
SE94460-B4000,SENSOR NIVEL GASOLINA,62,21,0.3387,2.9524,2.8233,Lumpy
SEN-CH000,SENSOR NIVEL GASOLINA,62,21,0.3387,2.9524,2.4315,Lumpy
SEN-LOGAN,SENSOR NIVEL GASOLINA,62,13,0.2097,4.7692,5.801,Lumpy
SF3551-FIN-2623,PALANCA FRENO MANO,62,20,0.3226,3.1,2.7365,Lumpy
SF5181-OEM-1384,TAPA RESERVORIO HIDRAULICO,62,24,0.3871,2.5833,2.3131,Lumpy
SL12380318,VALVULA CALECFACCION,62,9,0.1452,6.8889,12.1379,Lumpy
SL12603830,TERMOSTATO METÁLICO,62,13,0.2097,4.7692,6.0621,Lumpy
SL13256823,RESERVORIO,62,22,0.3548,2.8182,2.2695,Lumpy
SL13502353,TAPA RESERVORIO,62,23,0.371,2.6957,4.563,Lumpy
SL164700C070,RESERVORIO,62,18,0.2903,3.4444,5.2289,Lumpy
SL21200-31U01,TERMOSTATO METÁLICO,62,21,0.3387,2.9524,2.6861,Lumpy
SL21200-31U11,TERMOSTATO METÁLICO,62,16,0.2581,3.875,7.1186,Lumpy
SL21711-JE40A,RESERVORIO,62,14,0.2258,4.4286,3.8903,Lumpy
SL217114U00A,RESERVORIO,62,20,0.3226,3.1,3.2582,Lumpy
SL24253434,CARTER CAJA DE CAMBIO,62,42,0.6774,1.4762,0.7216,Lumpy
SL25611-26100,TERMOSTATO METÁLICO,62,39,0.629,1.5897,1.9119,Lumpy
SL25620-23000,TERMOSTATO METÁLICO,62,22,0.3548,2.8182,3.1825,Lumpy
SL25620-23610,TERMOSTATO METALICO,62,26,0.4194,2.3846,1.6901,Lumpy
SL2562023610,TERMOSTATO METÁLICO,62,20,0.3226,3.1,2.8796,Lumpy
SL25622-02566,TERMOSTATO PLÁSTICO,62,19,0.3065,3.2632,5.365,Lumpy
SL25650-02501,TERMOSTATO PLÁSTICO,62,12,0.1935,5.1667,7.93,Lumpy
SL26693016,RESERVORIO,62,3,0.0484,20.6667,26.28,Lumpy
SL42GR,SILICON,62,35,0.5645,1.7714,0.9071,Lumpy
SL4914054J00,DEPOSITO HIDRAULICO,62,9,0.1452,6.8889,9.85,Lumpy
SL55593189,TAPA FILTRO ACEITE,62,4,0.0645,15.5,17.1901,Lumpy
SL7701468746,RESERVORIO,62,7,0.1129,8.8571,17.4463,Lumpy
SL8-97234350-0,DEPOSITO HIDRAULICO,62,16,0.2581,3.875,7.8827,Lumpy
SL90322216,TUBO CALECFACCION,62,11,0.1774,5.6364,6.1924,Lumpy
SL90352677,TERMOSTATO METÁLICO,62,38,0.6129,1.6316,0.8038,Lumpy
SL90411948,TERMOSTATO METÁLICO,62,14,0.2258,4.4286,9.9977,Lumpy
SL90448854,TUBO CALECFACCION,62,36,0.5806,1.7222,3.4058,Lumpy
SL90457648,VALVULA CALECFACCION,62,20,0.3226,3.1,5.3302,Lumpy
SL90566947,VALVULA CALEFACCION,62,44,0.7097,1.4091,0.7438,Lumpy
SL90566948,VALVULA CALEFACCION,62,33,0.5323,1.8788,1.1936,Lumpy
SL90873245,RESERVORIO,62,8,0.129,7.75,12.9463,Lumpy
SL9128719,TUBO CALECFACCION,62,24,0.3871,2.5833,3.1048,Lumpy
SL93275736,TERMOSTATO METÁLICO,62,29,0.4677,2.1379,1.4152,Lumpy
SL93369686,VALVULA CALECFACCION,62,8,0.129,7.75,17.9472,Lumpy
SL93397748,TERMOSTATO METÁLICO,62,19,0.3065,3.2632,3.2826,Lumpy
SL95269001,RESERVORIO,62,21,0.3387,2.9524,3.1745,Lumpy
SL95352004,RESERVORIO,62,22,0.3548,2.8182,4.0758,Lumpy
SL95380033,RESERVORIO,62,26,0.4194,2.3846,1.6615,Lumpy
SL96180035,TUBO CALECFACCION,62,14,0.2258,4.4286,4.7584,Lumpy
SL96182279,RESERVORIO,62,22,0.3548,2.8182,3.5208,Lumpy
SL96273608,TUBO CALECFACCION,62,40,0.6452,1.55,0.8724,Lumpy
SL9627628980,BASE TERMOSTATO,62,11,0.1774,5.6364,5.9846,Lumpy
SL96282726,TERMOSTATO PLÁSTICO,62,12,0.1935,5.1667,6.5693,Lumpy
SL96314169,RESERVORIO,62,32,0.5161,1.9375,1.2031,Lumpy
SL96317980,TERMOSTATO METÁLICO,62,23,0.371,2.6957,3.9045,Lumpy
SL96320215,TERMOSTATO METÁLICO,62,9,0.1452,6.8889,9.9742,Lumpy
SL96352644,TUBO CALECFACCION,62,1,0.0161,62.0,61.0,Lumpy
SL96407677,TERMOSTATO METÁLICO,62,4,0.0645,15.5,15.09,Lumpy
SL96413748,DEPOSITO HIDRAULICO,62,20,0.3226,3.1,3.8602,Lumpy
SL96553368,TUBO CALEFACCION,62,28,0.4516,2.2143,1.5501,Lumpy
SL96591467,RESERVORIO,62,12,0.1935,5.1667,5.448,Lumpy
SL96808460,DEPOSITO HIDRAULICO,62,20,0.3226,3.1,2.9034,Lumpy
SL96837836,RESERVORIO,62,29,0.4677,2.1379,2.0576,Lumpy
SLLF50-15-170C,TERMOSTATO PLÁSTICO,62,13,0.2097,4.7692,6.4459,Lumpy
SLLF5015205A,TAPA RESERVORIO,62,6,0.0968,10.3333,13.3892,Lumpy
SP-1043,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,6.7971,Lumpy
SP-1050,JGO. PASTILLA DE FRENO,62,27,0.4355,2.2963,2.5222,Lumpy
SP-1053,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,2.0122,Lumpy
SP-1079R,JGO. PASTILLA DE FRENO,62,18,0.2903,3.4444,3.352,Lumpy
SP-1096,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,1.7611,Lumpy
SP-1149,JGO. PASTILLA DE FRENO,62,24,0.3871,2.5833,4.8989,Lumpy
SP-1160,JGO. PASTILLA DE FRENO,62,15,0.2419,4.1333,6.0711,Lumpy
SP-1174,JGO. PASTILLA DE FRENO,62,8,0.129,7.75,8.0153,Lumpy
SP-1181,JGO. PASTILLA DE FRENO,62,34,0.5484,1.8235,3.4052,Lumpy
SP-1194,JGO. PASTILLA DE FRENO,62,34,0.5484,1.8235,1.2375,Lumpy
SP-1217,JGO. PASTILLA DE FRENO,62,24,0.3871,2.5833,2.0079,Lumpy
SP-1222,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,3.9123,Lumpy
SQ-1284,SOCKET ELÉCTRICO,62,31,0.5,2.0,2.3789,Lumpy
SQ-592,SOCKET ELÉCTRICO,62,18,0.2903,3.4444,6.3255,Lumpy
ST0131-DAY-0626,BANDA ALTERNADOR 6DK1285,62,20,0.3226,3.1,2.6004,Lumpy
ST3891-TDE-0222,POLEA BOMBA DIRECCION,62,33,0.5323,1.8788,3.116,Lumpy
SU9494,SENSOR MAP,62,29,0.4677,2.1379,1.5929,Lumpy
T11-1109111LA1BQ,FILTRO AIRE,62,33,0.5323,1.8788,1.1252,Lumpy
TB03F133062B,CUERPO ACELERACION,62,27,0.4355,2.2963,1.7258,Lumpy
TB03L128063S,CUERPO ACELERACION,62,22,0.3548,2.8182,4.4087,Lumpy
TB047133062D,CUERPO ACELERACION,62,10,0.1613,6.2,12.9471,Lumpy
TB04E133062K,CUERPO ACELERACION,62,35,0.5645,1.7714,2.4591,Lumpy
TB06A133062AB,CUERPO ACELERACION,62,19,0.3065,3.2632,3.1591,Lumpy
TB06A133062BD,CUERPO ACELERACION,62,32,0.5161,1.9375,4.4355,Lumpy
TB06F133062E,CUERPO ACELARACION,62,32,0.5161,1.9375,2.6322,Lumpy
TB07K133062A,CUERPO ACELERACION,62,20,0.3226,3.1,3.2632,Lumpy
TB07K133062B,CUERPO ACELERACION,62,23,0.371,2.6957,1.951,Lumpy
TB12631186,CUERPO ACELERACION,62,22,0.3548,2.8182,3.6465,Lumpy
TB16119AE01C,CUERPO ACELERACION,62,12,0.1935,5.1667,7.4875,Lumpy
TB1635.Q9,CUERPO ACELERACION,62,27,0.4355,2.2963,1.9959,Lumpy
TB24113040,CUERPO ACELERACION,62,24,0.3871,2.5833,1.7886,Lumpy
TB35100-2B150,CUERPO ACELERACION,62,24,0.3871,2.5833,2.0599,Lumpy
TB55561495,CUERPO ACELERACION,62,25,0.4032,2.48,1.8203,Lumpy
TB8200908869,CUERPO ACELERACION,62,14,0.2258,4.4286,4.7318,Lumpy
TB9023782,CUERPO ACELERACION,62,24,0.3871,2.5833,1.7758,Lumpy
TBL3R413640,CUERPO ACELERACION,62,26,0.4194,2.3846,2.138,Lumpy
TH-1012,FILTRO ACEITE RENAUL CON TUERCA M20 X 1.5,62,25,0.4032,2.48,4.0233,Lumpy
TH-1029,FILTRO ACEITE CHEVROLET DMAX 3.0-2.5CC DIESEL 12-->  3/4 X 16,62,31,0.5,2.0,1.196,Lumpy
TH-1042,"FILTRO ACEITE HYUNDAI, KIA, MITSUBISHI OUTLANDER, HONDA",62,34,0.5484,1.8235,1.0067,Lumpy
TH-1044,"FILTRO ACEITE CHEVROLET SAIL, SPARK GT, N200, N300",62,13,0.2097,4.7692,5.6805,Lumpy
TH-1051,FILTRO ACEITE,62,20,0.3226,3.1,3.3563,Lumpy
TH-2825,"FILTRO ACEITE DATSUN, TOYOTA HILUX 80, NISSAN SENTRA B13",62,27,0.4355,2.2963,2.8155,Lumpy
TH-2849A,FILTRO ACEITE MAZDA PICK UP BT-50,62,28,0.4516,2.2143,3.0047,Lumpy
TH-2870-D,FILTRO ACEITE VW DOBLE VALVULA LARGO 3/4 X 16,62,27,0.4355,2.2963,2.1795,Lumpy
TH-28N,FILTRO ACEITE ISUZU NKR/NHR M26 X 1.5,62,19,0.3065,3.2632,3.0531,Lumpy
TH-3387,"FILTRO ACEITE AVEO, OPTRA, DMAX 2,4 GASOLINA",62,35,0.5645,1.7714,1.0282,Lumpy
TH-3593,"FILTRO ACEITE MITSUBISHI MONTERO 3.5 - 3.0 - 3.8,  HYUNDAI ACCENT VERNA",62,23,0.371,2.6957,2.4401,Lumpy
TH-3593A,"FILTRO ACEITE MAZDA, HYUNDAI, AUTOS, KIA AUTOS, ALLEGRO, L200 SPORTERO 3.5CC GASOLINA, MONTERO SPORT, LUV 3.2CC V6, HOND...",62,31,0.5,2.0,4.4229,Lumpy
TH-3614,"FILTRO ACEITE CHEV. FORZA,STEEM,SWIFT,VITARA, JIMNY, VITARA 1.6CC 3P,  QQ3-QQ6, CUORE /02,  STRADA PICK-UP, GRATOUR IX, ...",62,21,0.3387,2.9524,3.3583,Lumpy
TH-4386,"FILTRO ACEITE SUZUKI GRAND VITARA SZ TODOS, SHINERAY X30-X30L, COROLLA /08, CAMRY, PRIUS SPORT 1.5CC HYBRID, RAV4 2.0CC ...",62,21,0.3387,2.9524,4.3084,Lumpy
TH-7317,"FILTRO ACEITE NISSAN PATHFINDER,MITSUBISHI, BAIC X25, X35, X55, DONGFENG AX4, AX7, H30, S30, GREAT WALL M4, H6 1.5CC, VO...",62,20,0.3226,3.1,2.8407,Lumpy
TH-8,FILTRO ACEITE FORD STOUT 3/4 X 16,62,24,0.3871,2.5833,2.2344,Lumpy
TR0331-KIT-1356,BASE PALANCA CAMBIO,62,19,0.3065,3.2632,2.8438,Lumpy
TR2521-FOR-0052,HORQUILLA 3RA Y 4TA ALTERNA,62,18,0.2903,3.4444,3.486,Lumpy
TR2521-TAL-0050,HORQUILLA 1RA Y 2DA ALTERNA,62,11,0.1774,5.6364,6.6765,Lumpy
TR2531-KIT-2625,KIT REPARACION HORQUILLA EMBRAGUE,62,15,0.2419,4.1333,3.8135,Lumpy
TR3591-OEM-0703,PALANCA SELECTOR CAMBIOS,62,12,0.1935,5.1667,7.1375,Lumpy
TR3731-OEM-0023,ARBOL MOTRIZ CAJA CAMBIO,62,23,0.371,2.6957,2.9135,Lumpy
TR3731-OEM-0027,PINON 1ERA C/CAMBIO,62,34,0.5484,1.8235,3.7317,Lumpy
TR3731-OEM-2624,PINON 3ERA C/CAMBIO,62,17,0.2742,3.6471,5.4139,Lumpy
TR4441-COB-0046,RULIMAN RODILLOS C/CAMBIOS,62,23,0.371,2.6957,2.2746,Lumpy
TRD1001,KIT DISTRIBUCION,62,11,0.1774,5.6364,7.8815,Lumpy
TRD2093,KIT DISTRIBUCION,62,16,0.2581,3.875,3.8437,Lumpy
TRD2094,KIT DISTRIBUCION,62,21,0.3387,2.9524,3.9875,Lumpy
TRD2901,KIT DISTRIBUCION,62,18,0.2903,3.4444,4.4799,Lumpy
TRD4001,KIT DISTRIBUCION,62,44,0.7097,1.4091,0.6298,Lumpy
TRD4003,KIT DISTRIBUCION,62,10,0.1613,6.2,7.68,Lumpy
TRD4025,KIT DISTRIBUCION,62,19,0.3065,3.2632,2.9956,Lumpy
TRD4039,KIT DISTRIBUCION,62,27,0.4355,2.2963,1.6006,Lumpy
TRD4072,KIT DISTRIBUCION,62,17,0.2742,3.6471,4.0131,Lumpy
TRD4079,KIT DISTRIBUCION,62,19,0.3065,3.2632,5.448,Lumpy
TRD4106,KIT DISTRIBUCION,62,20,0.3226,3.1,4.0538,Lumpy
TRD5001,KIT DISTRIBUCION,62,38,0.6129,1.6316,0.8403,Lumpy
TRD6001,KIT DISTRIBUCION,62,6,0.0968,10.3333,10.7993,Lumpy
TRD7001,KIT DISTRIBUCION,62,18,0.2903,3.4444,3.7924,Lumpy
TRD7002,KIT DISTRIBUCION,62,16,0.2581,3.875,6.8514,Lumpy
TRD9001,KIT DISTRIBUCION,62,40,0.6452,1.55,0.8388,Lumpy
TRD9002,KIT DISTRIBUCION,62,13,0.2097,4.7692,8.4839,Lumpy
TRD9003,KIT DISTRIBUCION,62,19,0.3065,3.2632,3.5339,Lumpy
TRU55810-76A01,JGO. PASTILLA DE FRENO,62,30,0.4839,2.0667,1.2996,Lumpy
TRU58101-4AA00,JGO. PASTILLA DE FRENO,62,37,0.5968,1.6757,0.8941,Lumpy
TRUD1025,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,4.4664,Lumpy
TRUD1035,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,2.4035,Lumpy
TRUD1036,JGO. PASTILLA DE FRENO,62,13,0.2097,4.7692,5.9886,Lumpy
TRUD1039,JGO. PASTILLA DE FRENO,62,23,0.371,2.6957,3.0573,Lumpy
TRUD1040,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,5.7555,Lumpy
TRUD1044,JGO. PASTILLA DE FRENO,62,40,0.6452,1.55,0.7043,Lumpy
TRUD1050,JGO. PASTILLA DE FRENO        TICO SUZUKI ALTO DEL,62,16,0.2581,3.875,4.6048,Lumpy
TRUD1054,JGO. PASTILLA DE FRENO,62,40,0.6452,1.55,0.6539,Lumpy
TRUD1055,JGO. PASTILLA DE FRENO,62,47,0.7581,1.3191,0.8585,Erratic
TRUD1072,JGO. PASTILLA DE FRENO,62,17,0.2742,3.6471,3.5992,Lumpy
TRUD1086,JGO. PASTILLA DE FRENO,62,12,0.1935,5.1667,5.9271,Lumpy
TRUD1086H,JGO. PASTILLA DE FRENO,62,39,0.629,1.5897,0.8503,Lumpy
TRUD1089,JGO. PASTILLA DE FRENO,62,39,0.629,1.5897,0.7694,Lumpy
TRUD1092,JGO. PASTILLA DE FRENO,62,24,0.3871,2.5833,2.1258,Lumpy
TRUD1094,JGO. PASTILLA DE FRENO,62,20,0.3226,3.1,5.1415,Lumpy
TRUD1095,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,1.9059,Lumpy
TRUD1099,JGO. PASTILLA DE FRENO,62,35,0.5645,1.7714,1.1648,Lumpy
TRUD1116,JGO. PASTILLA DE FRENO,62,20,0.3226,3.1,3.0154,Lumpy
TRUD1139,JGO. PASTILLA DE FRENO,62,15,0.2419,4.1333,4.1553,Lumpy
TRUD1142,JGO. PASTILLA DE FRENO,62,42,0.6774,1.4762,0.7623,Lumpy
TRUD1143,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,2.7539,Lumpy
TRUD1145,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,1.6315,Lumpy
TRUD1146,JGO. PASTILLA DE FRENO,62,36,0.5806,1.7222,1.7281,Lumpy
TRUD1149,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,2.6639,Lumpy
TRUD1156V,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,1.6944,Lumpy
TRUD1157,JGO. PASTILLA DE FRENO,62,13,0.2097,4.7692,5.6432,Lumpy
TRUD1161,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,2.3087,Lumpy
TRUD1162,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,2.3739,Lumpy
TRUD1169,JGO. PASTILLA DE FRENO,62,3,0.0484,20.6667,27.52,Lumpy
TRUD1175,JGO. PASTILLA DE FRENO,62,32,0.5161,1.9375,2.6419,Lumpy
TRUD1181,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,2.1972,Lumpy
TRUD1184,JGO. PASTILLA DE FRENO,62,20,0.3226,3.1,3.1573,Lumpy
TRUD1186,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,1.5401,Lumpy
TRUD1188S,JGO. PASTILLA DE FRENO,62,47,0.7581,1.3191,0.481,Smooth
TRUD1189,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,1.5591,Lumpy
TRUD1193,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,1.6112,Lumpy
TRUD1199,JGO. PASTILLA DE FRENO,62,16,0.2581,3.875,6.5632,Lumpy
TRUD120,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,1.5677,Lumpy
TRUD1202,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,1.6714,Lumpy
TRUD1210,JGO. PASTILLA DE FRENO,62,30,0.4839,2.0667,1.2783,Lumpy
TRUD1213,JGO PASTILLA DE FRENO,62,27,0.4355,2.2963,2.1487,Lumpy
TRUD1215,JGO. PASTILLA DE FRENO,62,36,0.5806,1.7222,0.8969,Lumpy
TRUD1216,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,2.4528,Lumpy
TRUD1238,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,3.866,Lumpy
TRUD1260,JGO. PASTILLA DE FRENO,62,39,0.629,1.5897,1.5191,Lumpy
TRUD1264,JGO. PASTILLA DE FRENO,62,24,0.3871,2.5833,1.9055,Lumpy
TRUD1269,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,3.0593,Lumpy
TRUD1275,JGO. PASTILLA DE FRENO,62,28,0.4516,2.2143,3.852,Lumpy
TRUD1281,JGO. PASTILLA DE FRENO,62,43,0.6935,1.4419,0.8095,Lumpy
TRUD1295,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,1.826,Lumpy
TRUD1297,JGO. PASTILLA DE FRENO,62,38,0.6129,1.6316,0.8735,Lumpy
TRUD1303,JGO. PASTILLA DE FRENO,62,27,0.4355,2.2963,7.862,Lumpy
TRUD1316,JGO. PASTILLA DE FRENO,62,15,0.2419,4.1333,6.0311,Lumpy
TRUD1318,JGO. PASTILLA DE FRENO,62,26,0.4194,2.3846,1.7897,Lumpy
TRUD1322,JGO. PASTILLA DE FRENO,62,31,0.5,2.0,2.6211,Lumpy
TRUD1324,JGO. PASTILLA DE FRENO,62,23,0.371,2.6957,3.1203,Lumpy
TRUD1325,JGO. PASTILLA DE FRENO,62,38,0.6129,1.6316,2.0305,Lumpy
TRUD1338,JGO. PASTILLA DE FRENO,62,12,0.1935,5.1667,8.6217,Lumpy
TRUD1345,JGO. PASTILLA DE FRENO,62,36,0.5806,1.7222,0.84,Lumpy
TRUD1354,JGO. PASTILLA DE FRENO,62,29,0.4677,2.1379,3.5741,Lumpy
TRUD1362,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,2.6508,Lumpy
TRUD137,JGO. PASTILLA DE FRENO,62,18,0.2903,3.4444,3.5943,Lumpy
TRUD1379,JGO. PASTILLA DE FRENO,62,17,0.2742,3.6471,3.712,Lumpy
TRUD1393,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,3.4639,Lumpy
TRUD1398,JGO. PASTILLA DE FRENO,62,23,0.371,2.6957,4.4115,Lumpy
TRUD1399,JGO. PASTILLA DE FRENO,62,27,0.4355,2.2963,1.5581,Lumpy
TRUD1405,JGO. PASTILLA DE FRENO,62,39,0.629,1.5897,0.7955,Lumpy
TRUD1414,JGO. PASTILLA DE FRENO,62,15,0.2419,4.1333,5.1828,Lumpy
TRUD1434,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,3.2713,Lumpy
TRUD1435,JGO. PASTILLA DE FRENO,62,19,0.3065,3.2632,4.4076,Lumpy
TRUD1439,JGO. PASTILLA DE FRENO,62,40,0.6452,1.55,2.0628,Lumpy
TRUD1441,JGO. PASTILLA DE FRENO,62,34,0.5484,1.8235,1.2334,Lumpy
TRUD1447,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,1.745,Lumpy
TRUD1468,JGO. PASTILLA DE FRENO,62,19,0.3065,3.2632,7.0925,Lumpy
TRUD1492,JGO. PASTILLA DE FRENO,62,32,0.5161,1.9375,2.3282,Lumpy
TRUD1495,JGO. PASTILLA DE FRENO,62,39,0.629,1.5897,0.779,Lumpy
TRUD1522,JGO. PASTILLA DE FRENO,62,19,0.3065,3.2632,2.906,Lumpy
TRUD154,JGO. PASTILLA DE FRENO,62,15,0.2419,4.1333,4.5219,Lumpy
TRUD1555,JGO. PASTILLA DE FRENO,62,13,0.2097,4.7692,5.5122,Lumpy
TRUD1567,JGO. PASTILLA DE FRENO,62,17,0.2742,3.6471,4.7474,Lumpy
TRUD1571,JGO. PASTILLA DE FRENO,62,25,0.4032,2.48,1.9898,Lumpy
TRUD1572,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,2.6891,Lumpy
TRUD1592,JGO. PASTILLA DE FRENO,62,21,0.3387,2.9524,3.1912,Lumpy
TRUD161,JGO. PASTILLA DE FRENO,62,17,0.2742,3.6471,5.1186,Lumpy
TRUD1624,JGO. PASTILLA DE FRENO,62,30,0.4839,2.0667,1.2432,Lumpy
TRUD1627,JGO. PASTILLA DE FRENO,62,23,0.371,2.6957,2.9129,Lumpy
TRUD1676,JGO. PASTILLA DE FRENO,62,16,0.2581,3.875,4.6035,Lumpy
TRUD1679,JGO. PASTILLA DE FRENO,62,22,0.3548,2.8182,2.7516,Lumpy
TRUD1710,JGO. PASTILLA DE FRENO,62,20,0.3226,3.1,5.1753,Lumpy
TRUD172,JGO. PASTILLA DE FRENO,62,11,0.1774,5.6364,9.1207,Lumpy
TRUD1737,JGO. PASTILLA DE FRENO,62,36,0.5806,1.7222,2.258,Lumpy
